Postgres (Npgsql);1000;2492.1062;1333.8457;2308.2433;3444.0968
ClickHouse (ClickHouse.Ado);100;2470.5899;498.0046;1204.9023;1916.6114
Postgres (Npgsql);1000;2455.9576;1304.7932;2576.3033;2522.0388
Postgres (Npgsql);1000;2438.0488;1304.1783;2614.427;7795.7555
ClickHouse (ClickHouse.Ado);100;2435.6096;879.5335;1620.1612;1307.9262
Postgres (Npgsql);1000;2435.2534;1307.2542;2525.76;2531.725
ClickHouse (ClickHouse.Ado);100;2422.7343;1127.5258;956.3896;1300.8421
Postgres (Npgsql);1000;2420.7744;1290.9652;2470.8439;2567.624
ClickHouse (ClickHouse.Ado);100;2411.4048;830.7979;898.6324;1916.6983
ClickHouse (ClickHouse.Ado);100;2409.8013;1116.7163;1130.4241;1150.0465
ClickHouse (ClickHouse.Ado);100;2401.5651;517.1259;949.1672;1009.0629
Postgres (Npgsql);1000;2398.721;1273.9682;2486.5085;2453.1532
ClickHouse (ClickHouse.Ado);100;2383.555;1695.8037;798.0392;820.0043
ClickHouse (ClickHouse.Ado);100;2374.8714;816.7663;1339.0186;1677.9972
Postgres (Npgsql);1000;2364.2934;1241.5745;2586.9083;2469.7817
ClickHouse (ClickHouse.Ado);100;2360.5381;1399.753;1258.7637;931.8127
ClickHouse (ClickHouse.Ado);100;2357.9904;1095.6164;1469.9158;1772.4206
Postgres (Npgsql);1000;2357.8281;1256.0016;9342.2575;2864.4011
Postgres (Npgsql);1000;2352.9218;1235.6267;2365.5874;2310.7003
ClickHouse (ClickHouse.Ado);100;2350.3391;879.1833;1325.4727;1056.9344
ClickHouse (ClickHouse.Ado);100;2333.8162;493.449;1195.3963;1584.1995
Postgres (Npgsql);1000;2290.3849;1188.6282;7906.551;3320.9681
ClickHouse (Octonica.ClickHouseClient);100;2280.3846;1718.425;1430.4213;2218.0954
Postgres (Npgsql);1000;2271.5592;1190.7242;2316.2411;2332.7735
ClickHouse (Octonica.ClickHouseClient);100;2264.8912;1439.5717;2039.6625;2397.9914
Postgres (Npgsql);1000;2264.5713;1198.5802;2358.3268;2313.4763
Postgres (Npgsql);1000;2261.7569;1121.5396;2415.9588;2744.8451
ClickHouse (ClickHouse.Ado);100;2257.1403;1279.7161;1661.2705;2261.5874
Postgres (Npgsql);100;2253.2075;116.9441;1190.3404;984.576
Postgres (Npgsql);1000;2250.5428;1190.7036;2869.4314;2322.3318
Postgres (Npgsql);1000;2244.8413;1190.4905;2360.7332;2794.3642
Postgres (Npgsql);1000;2244.8271;1103.3956;2237.7041;2215.3625
Postgres (Npgsql);1000;2239.9885;1183.8305;2306.429;2330.2806
Postgres (Npgsql);1000;2236.4526;1193.9273;2332.2578;2196.2301
Postgres (Npgsql);1000;2233.9351;1112.8649;2256.3849;2270.838
Postgres (Npgsql);1000;2231.2243;1187.6215;2284.1628;2547.7686
Postgres (Npgsql);1000;2224.1489;1150.5407;2240.5557;2335.8956
Postgres (Npgsql);100;2219.7434;147.4294;757.2111;472.5302
Postgres (Npgsql);1000;2198.7479;1217.8827;2569.0827;2376.9264
ClickHouse (ClickHouse.Ado);100;2172.164;2102.7398;1778.606;1631.7308
Postgres (Npgsql);1000;2160.5345;1124.5367;2217.4208;2239.2791
Postgres (Npgsql);1000;2149.0018;1113.0625;2818.6489;2195.396
Postgres (dotConnect.Express.for.PostgreSQL);100;2146.3045;250.7448;1693.8526;1361.5274
Postgres (Npgsql);1000;2145.0674;1129.2295;2254.4432;2305.5177
ClickHouse (ClickHouse.Ado);100;2141.1129;642.1911;961.1037;1269.5612
ClickHouse (ClickHouse.Ado);100;2138.5215;503.6081;1041.964;1498.3464
ClickHouse (ClickHouse.Ado);100;2133.1838;830.5964;984.0467;1358.6997
ClickHouse (ClickHouse.Ado);100;2115.9782;1148.8413;1236.0428;989.5084
ClickHouse (ClickHouse.Ado);100;2114.5552;1091.5371;1273.7776;1386.0142
ClickHouse (ClickHouse.Ado);100;2112.8763;508.668;1007.8297;1288.3634
ClickHouse (ClickHouse.Ado);100;2108.5698;1379.6813;2261.5271;2447.2897
ClickHouse (ClickHouse.Ado);100;2107.0636;1231.37;1099.8749;1154.6467
ClickHouse (ClickHouse.Ado);100;2105.8529;519.1256;1232.7764;1294.8653
ClickHouse (ClickHouse.Ado);100;2104.3637;1121.681;1573.3433;1325.114
ClickHouse (ClickHouse.Ado);100;2101.0401;805.4758;974.5855;1032.792
ClickHouse (ClickHouse.Ado);100;2100.3298;514.6411;928.0634;1003.9451
ClickHouse (ClickHouse.Ado);100;2100.0034;521.6053;902.529;1301.1333
ClickHouse (ClickHouse.Ado);100;2099.6806;1101.85;1593.9486;1077.5582
ClickHouse (ClickHouse.Ado);100;2098.6761;1116.5623;3962.7887;2032.6711
